City,Country,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed,Year,Month,Pollution_Index,Temp_Bin
London,Uk,2023-10-14,52.7,174.75,19.93,25.24,0.72,68.2,-6.11,14.64,15.49,2023,10,56.92333333333334,Muito Frio
New York,Usa,2023-08-18,8.91,66.47,69.26,3.73,1.62,164.94,15.42,32.64,19.7,2023,8,52.48833333333332,Ameno
Istanbul,Turkey,2023-09-12,139.17,158.01,9.29,45.49,3.73,163.04,16.68,74.89,15.27,2023,9,86.455,Ameno
Madrid,Spain,2023-11-02,66.43,130.84,48.31,2.29,4.29,20.05,-5.35,59.9,17.8,2023,11,45.36833333333333,Muito Frio
Tokyo,Japan,2023-02-01,8.43,156.84,82.9,23.01,9.41,197.12,24.46,98.69,0.55,2023,2,79.61833333333334,Quente
Istanbul,Turkey,2023-07-28,93.56,68.6,53.87,31.84,0.83,170.03,11.54,58.65,12.53,2023,7,69.78833333333334,Ameno
Bangkok,Thailand,2023-07-09,147.92,58.66,92.81,1.92,5.94,197.97,1.0,45.8,3.26,2023,7,84.20333333333333,Frio
Toronto,Canada,2023-08-14,82.96,34.84,93.94,35.85,4.99,105.28,-2.6,99.07,9.16,2023,8,59.64333333333334,Muito Frio
Seoul,South Korea,2023-01-18,137.13,47.63,44.83,32.11,2.07,152.77,-1.33,56.99,1.72,2023,1,69.42333333333333,Muito Frio
Bangkok,Thailand,2023-08-21,127.87,29.6,17.96,35.61,4.81,46.94,-3.47,74.3,5.36,2023,8,43.79833333333334,Muito Frio
Johannesburg,South Africa,2023-01-17,130.91,127.79,10.9,36.21,3.79,165.03,-3.39,38.28,11.57,2023,1,79.105,Muito Frio
Toronto,Canada,2023-10-20,10.2,152.09,44.01,6.95,4.46,184.68,23.97,28.49,18.27,2023,10,67.065,Quente
Cairo,Egypt,2023-08-25,52.23,104.55,48.93,19.28,0.32,96.44,28.11,56.84,6.83,2023,8,53.625,Quente
Bangkok,Thailand,2023-11-21,60.78,110.27,64.51,24.02,8.46,190.84,17.71,46.14,12.84,2023,11,76.48,Ameno
Mumbai,India,2023-04-11,131.82,122.71,75.89,29.21,6.52,36.59,8.87,40.55,11.0,2023,4,67.12333333333332,Frio
Dubai,Uae,2023-06-20,84.6,51.07,77.32,31.9,3.52,186.22,-2.33,59.32,14.4,2023,6,72.43833333333333,Muito Frio
London,Uk,2023-04-07,33.82,140.85,50.65,4.62,1.18,107.92,-2.08,34.56,5.93,2023,4,56.50666666666667,Muito Frio
Tokyo,Japan,2023-03-28,143.79,53.79,59.6,45.57,5.9,146.92,5.91,45.88,4.52,2023,3,75.92833333333333,Frio
London,Uk,2023-05-04,25.44,178.07,7.74,1.26,5.1,83.19,17.69,99.61,10.59,2023,5,50.133333333333326,Ameno
Toronto,Canada,2023-07-22,142.12,85.39,50.82,33.01,5.58,182.05,-7.5,72.59,6.24,2023,7,83.16166666666666,Muito Frio
London,Uk,2023-01-10,118.48,81.35,32.54,20.35,4.26,116.07,-2.01,64.02,15.67,2023,1,62.17499999999999,Muito Frio
Beijing,China,2023-03-28,48.67,109.97,72.73,24.15,0.96,107.57,2.21,63.77,18.28,2023,3,60.675000000000004,Frio
Los Angeles,Usa,2023-01-18,25.82,69.16,44.66,28.83,5.54,101.69,-4.79,77.56,11.43,2023,1,45.94999999999999,Muito Frio
Berlin,Germany,2023-09-18,27.94,79.63,81.02,18.5,1.87,96.93,-1.93,88.73,11.98,2023,9,50.98166666666666,Muito Frio
Los Angeles,Usa,2023-09-21,115.61,146.13,54.08,32.85,7.78,127.36,27.22,49.03,19.9,2023,9,80.635,Quente
Toronto,Canada,2023-10-23,52.8,23.61,92.93,20.48,1.02,119.67,25.07,24.11,15.67,2023,10,51.751666666666665,Quente
Cairo,Egypt,2023-07-03,77.62,50.62,76.11,15.89,5.31,129.41,28.08,78.6,1.63,2023,7,59.160000000000004,Quente
Seoul,South Korea,2023-10-04,42.71,98.09,49.6,4.02,8.5,109.43,33.51,12.31,2.45,2023,10,52.05833333333334,Muito Quente
Moscow,Russia,2023-04-24,50.09,47.45,81.46,5.55,8.86,57.79,25.69,67.49,16.06,2023,4,41.86666666666667,Quente
Madrid,Spain,2023-08-18,130.36,132.52,5.58,47.35,0.37,112.39,-6.42,80.04,17.83,2023,8,71.42833333333333,Muito Frio
Dubai,Uae,2023-03-02,47.38,23.54,73.78,16.9,5.41,31.86,8.11,52.97,10.04,2023,3,33.145,Frio
Mumbai,India,2023-09-07,16.31,148.38,12.05,35.7,7.39,23.01,4.77,10.25,16.1,2023,9,40.47333333333333,Frio
Bangkok,Thailand,2023-06-01,47.91,102.55,85.31,3.32,2.78,127.73,34.87,58.87,3.35,2023,6,61.599999999999994,Muito Quente
Mexico City,Mexico,2023-08-11,41.41,165.56,79.42,33.66,6.6,133.63,13.57,82.61,12.6,2023,8,76.71333333333332,Ameno
London,Uk,2023-10-22,134.3,167.76,55.25,33.68,6.3,40.19,39.15,33.21,3.62,2023,10,72.91333333333334,Muito Quente
Mexico City,Mexico,2023-04-19,43.84,73.46,99.94,32.97,3.35,65.12,-0.41,78.28,14.25,2023,4,53.11333333333334,Muito Frio
Rio De Janeiro,Brazil,2023-02-18,12.9,180.74,9.93,43.63,9.85,46.32,34.64,87.49,18.18,2023,2,50.56166666666667,Muito Quente
London,Uk,2023-01-17,14.87,29.03,18.38,21.58,7.87,32.38,-5.16,78.77,15.56,2023,1,20.685000000000002,Muito Frio
Dubai,Uae,2023-04-18,121.73,40.55,40.62,9.6,8.0,113.2,6.61,31.01,6.19,2023,4,55.61666666666667,Frio
Beijing,China,2023-01-08,79.49,49.59,6.12,23.97,8.07,54.09,38.07,11.35,14.97,2023,1,36.88833333333333,Muito Quente
Sydney,Australia,2023-09-07,81.66,166.12,55.34,43.33,8.24,154.87,-8.12,59.59,18.34,2023,9,84.92666666666666,Muito Frio
Madrid,Spain,2023-05-09,35.17,60.04,76.81,28.03,4.96,65.22,14.96,81.55,14.5,2023,5,45.038333333333334,Ameno
Seoul,South Korea,2023-06-17,114.9,128.68,68.48,25.43,1.35,117.07,26.91,82.28,14.33,2023,6,75.985,Quente
Moscow,Russia,2023-08-18,58.8,35.64,25.36,17.15,4.64,90.3,37.07,35.18,17.2,2023,8,38.64833333333333,Muito Quente
Tokyo,Japan,2023-08-07,14.0,160.09,8.02,43.34,0.39,15.14,9.89,81.43,12.53,2023,8,40.163333333333334,Frio
Mumbai,India,2023-09-14,44.97,12.37,47.91,17.67,3.54,152.62,-7.55,26.19,13.41,2023,9,46.51333333333334,Muito Frio
Paris,France,2023-12-22,117.52,156.82,74.84,4.1,0.65,179.84,-8.96,96.0,9.54,2023,12,88.96166666666666,Muito Frio
Johannesburg,South Africa,2023-08-22,52.38,177.86,20.6,47.64,8.92,17.17,-8.28,84.01,19.37,2023,8,54.095000000000006,Muito Frio
Toronto,Canada,2023-04-05,133.24,62.72,16.6,40.63,9.02,81.54,-8.23,28.11,14.0,2023,4,57.291666666666664,Muito Frio
Berlin,Germany,2023-02-03,142.54,105.0,10.63,24.27,3.85,18.49,37.25,72.71,10.2,2023,2,50.796666666666674,Muito Quente
Paris,France,2023-09-09,33.47,26.45,62.97,36.21,0.5,101.18,17.94,92.58,3.89,2023,9,43.46333333333333,Ameno
Johannesburg,South Africa,2023-08-16,16.82,33.26,51.3,34.38,4.26,14.38,15.78,80.48,19.47,2023,8,25.73333333333333,Ameno
Dubai,Uae,2023-01-17,81.25,184.02,94.59,28.9,5.92,147.43,14.76,32.46,10.33,2023,1,90.35166666666667,Ameno
Madrid,Spain,2023-04-25,102.76,79.16,92.05,11.75,0.51,112.8,-7.25,78.69,2.22,2023,4,66.50500000000001,Muito Frio
Sydney,Australia,2023-01-21,118.92,191.82,80.85,10.7,8.65,168.24,29.14,84.0,5.72,2023,1,96.53000000000002,Quente
Paris,France,2023-04-18,85.81,150.36,97.06,42.72,9.67,186.49,27.57,68.56,17.65,2023,4,95.35166666666669,Quente
Toronto,Canada,2023-06-26,18.21,134.15,34.23,44.37,8.21,188.17,14.6,58.56,12.45,2023,6,71.22333333333334,Ameno
Johannesburg,South Africa,2023-11-02,6.17,82.44,9.47,15.02,6.13,100.01,-9.3,36.42,11.4,2023,11,36.54,Muito Frio
Madrid,Spain,2023-03-17,83.45,18.97,75.78,10.15,6.16,54.28,39.99,21.97,7.18,2023,3,41.464999999999996,Muito Quente
Johannesburg,South Africa,2023-04-15,102.49,195.1,89.4,37.21,7.53,15.1,35.44,23.95,17.25,2023,4,74.47166666666666,Muito Quente
Mexico City,Mexico,2023-11-12,7.94,177.59,67.5,2.38,4.83,49.78,9.6,30.02,6.79,2023,11,51.669999999999995,Frio
Dubai,Uae,2023-12-26,84.56,111.56,93.94,13.81,1.47,58.04,4.6,26.97,16.13,2023,12,60.56333333333334,Frio
New York,Usa,2023-05-11,51.68,28.06,72.75,27.54,7.1,44.01,6.94,98.61,13.61,2023,5,38.52333333333333,Frio
Los Angeles,Usa,2023-03-11,130.94,139.47,10.55,35.0,8.42,54.17,-5.97,64.65,14.43,2023,3,63.09166666666667,Muito Frio
Mumbai,India,2023-07-01,74.99,134.54,68.86,15.05,7.73,182.3,24.4,80.17,16.95,2023,7,80.57833333333333,Quente
Madrid,Spain,2023-01-07,44.38,189.66,31.33,36.37,7.85,19.39,14.1,96.65,14.39,2023,1,54.830000000000005,Ameno
Seoul,South Korea,2023-04-22,13.4,122.56,57.01,37.06,6.11,51.51,13.4,68.86,11.16,2023,4,47.94166666666667,Ameno
Rio De Janeiro,Brazil,2023-09-16,105.66,34.8,36.92,42.9,8.88,143.96,1.5,31.45,8.82,2023,9,62.18666666666667,Frio
Tokyo,Japan,2023-02-18,18.7,173.26,20.19,33.85,2.28,109.8,-3.32,34.47,5.79,2023,2,59.68,Muito Frio
London,Uk,2023-05-10,40.95,60.48,90.55,36.83,8.43,85.44,32.78,20.27,12.8,2023,5,53.78,Muito Quente
Seoul,South Korea,2023-08-14,98.67,47.05,42.14,27.0,7.54,56.81,20.72,75.31,1.09,2023,8,46.535000000000004,Quente
Cairo,Egypt,2023-04-24,72.82,10.45,75.13,20.53,4.14,55.19,-9.65,40.85,2.71,2023,4,39.709999999999994,Muito Frio
Johannesburg,South Africa,2023-08-24,105.35,137.29,66.58,31.49,3.41,143.55,-9.5,70.51,6.89,2023,8,81.27833333333334,Muito Frio
Cairo,Egypt,2023-10-18,8.64,154.47,80.08,32.76,8.66,38.26,22.61,40.99,10.55,2023,10,53.81166666666667,Quente
Mexico City,Mexico,2023-06-28,105.76,168.43,90.57,25.61,4.43,139.48,14.64,87.09,5.53,2023,6,89.04666666666667,Ameno
Sydney,Australia,2023-11-12,12.35,119.44,34.97,25.85,5.28,170.37,14.66,18.67,9.39,2023,11,61.376666666666665,Ameno
Johannesburg,South Africa,2023-08-27,124.78,131.59,42.81,41.34,1.49,195.43,12.78,29.15,19.26,2023,8,89.57333333333334,Ameno
Johannesburg,South Africa,2023-04-23,22.06,123.19,29.68,1.18,6.91,62.22,-0.3,27.75,16.42,2023,4,40.873333333333335,Muito Frio
Rio De Janeiro,Brazil,2023-08-11,61.38,111.43,28.19,19.85,5.38,64.18,11.09,28.63,4.19,2023,8,48.401666666666664,Ameno
Sydney,Australia,2023-04-13,91.22,59.04,44.59,7.67,5.71,95.66,20.3,58.24,10.12,2023,4,50.64833333333333,Quente
Moscow,Russia,2023-08-27,117.29,78.12,53.9,4.66,8.33,97.52,9.11,48.17,6.25,2023,8,59.97,Frio
Rio De Janeiro,Brazil,2023-06-08,81.17,52.23,48.73,39.51,2.27,76.3,11.51,78.35,9.55,2023,6,50.035,Ameno
Paris,France,2023-10-18,31.56,13.34,72.22,20.63,0.97,11.99,32.35,66.48,12.41,2023,10,25.118333333333336,Muito Quente
Moscow,Russia,2023-07-02,90.07,165.7,23.19,14.51,9.39,10.09,-0.76,83.03,15.15,2023,7,52.158333333333324,Muito Frio
Seoul,South Korea,2023-08-27,44.57,17.07,13.14,42.96,4.06,148.03,2.27,28.77,7.18,2023,8,44.97166666666667,Frio
Toronto,Canada,2023-04-25,62.94,43.69,42.21,17.41,5.87,79.97,36.48,87.73,12.04,2023,4,42.015,Muito Quente
Johannesburg,South Africa,2023-01-12,77.02,153.13,51.32,49.13,4.44,45.52,-9.46,12.03,11.54,2023,1,63.426666666666655,Muito Frio
Toronto,Canada,2023-02-23,41.1,51.13,7.95,1.64,6.92,188.28,26.61,20.71,14.71,2023,2,49.50333333333333,Quente
Mexico City,Mexico,2023-08-06,96.21,170.45,43.05,46.46,9.88,58.61,-0.63,51.22,1.29,2023,8,70.77666666666666,Muito Frio
Berlin,Germany,2023-04-10,125.76,162.29,56.57,6.11,8.29,26.52,10.77,38.18,14.29,2023,4,64.25666666666667,Ameno
London,Uk,2023-10-12,129.28,183.47,5.03,4.52,7.71,11.53,34.08,33.54,7.31,2023,10,56.92333333333332,Muito Quente
Beijing,China,2023-02-23,140.36,184.74,99.97,37.85,1.19,91.89,7.42,68.42,5.01,2023,2,92.66666666666669,Frio
Rio De Janeiro,Brazil,2023-08-28,34.78,67.46,86.77,33.87,3.69,103.01,-7.39,11.07,4.39,2023,8,54.93,Muito Frio
Seoul,South Korea,2023-10-03,90.2,44.55,98.34,9.86,5.15,179.91,31.91,13.06,14.27,2023,10,71.335,Muito Quente
Johannesburg,South Africa,2023-04-16,125.2,55.15,83.95,6.52,0.87,123.4,17.45,68.39,1.49,2023,4,65.84833333333334,Ameno
Rio De Janeiro,Brazil,2023-12-21,104.79,25.51,48.41,32.77,9.15,182.95,36.29,92.57,17.7,2023,12,67.26333333333334,Muito Quente
Johannesburg,South Africa,2023-01-02,60.02,12.33,64.76,3.13,6.22,166.34,38.34,53.16,12.91,2023,1,52.13333333333333,Muito Quente
Berlin,Germany,2023-10-03,126.8,59.95,30.71,42.97,9.32,170.56,10.12,31.71,18.32,2023,10,73.385,Ameno
London,Uk,2023-08-09,74.44,128.91,40.99,46.55,9.92,182.75,-3.36,70.25,0.89,2023,8,80.59333333333333,Muito Frio
Johannesburg,South Africa,2023-09-03,109.39,111.95,29.45,29.86,7.78,21.44,38.82,28.1,5.22,2023,9,51.64499999999999,Muito Quente
Tokyo,Japan,2023-07-03,11.99,139.96,32.2,24.02,7.44,85.19,25.91,91.51,16.03,2023,7,50.13333333333335,Quente
Cairo,Egypt,2023-10-08,73.21,195.52,67.32,47.02,5.16,161.63,37.42,85.26,3.78,2023,10,91.64333333333333,Muito Quente
Madrid,Spain,2023-05-23,66.47,89.42,73.34,15.32,2.05,133.24,5.79,21.35,18.73,2023,5,63.30666666666667,Frio
Cairo,Egypt,2023-05-12,133.36,195.9,5.22,43.97,3.81,191.92,-9.4,65.41,10.55,2023,5,95.69666666666667,Muito Frio
Beijing,China,2023-10-14,71.58,65.74,52.96,2.64,2.44,167.65,5.84,37.8,7.92,2023,10,60.501666666666665,Frio
Madrid,Spain,2023-02-25,48.7,26.75,78.92,30.83,9.47,155.15,3.69,28.25,19.57,2023,2,58.303333333333335,Frio
Mexico City,Mexico,2023-05-07,24.21,58.02,29.93,31.01,3.0,79.02,28.28,95.1,4.33,2023,5,37.531666666666666,Quente
Beijing,China,2023-09-13,27.95,99.11,47.86,3.66,2.63,33.13,30.2,39.68,16.49,2023,9,35.723333333333336,Muito Quente
Cairo,Egypt,2023-11-01,10.21,138.76,62.47,40.04,3.82,151.91,4.52,91.03,0.67,2023,11,67.86833333333333,Frio
Sydney,Australia,2023-07-12,37.08,172.97,69.15,12.75,5.35,19.92,-6.97,91.55,17.8,2023,7,52.87000000000001,Muito Frio
New York,Usa,2023-06-05,54.18,22.19,17.15,20.71,0.89,195.34,34.57,96.41,10.85,2023,6,51.74333333333334,Muito Quente
London,Uk,2023-02-18,88.15,117.39,95.26,7.51,9.33,32.24,0.54,28.43,4.91,2023,2,58.31333333333333,Frio
Johannesburg,South Africa,2023-12-27,40.53,25.85,57.01,40.02,8.74,42.12,17.33,29.18,1.35,2023,12,35.711666666666666,Ameno
Istanbul,Turkey,2023-09-14,144.75,190.37,5.52,39.25,6.13,25.8,26.92,97.69,19.21,2023,9,68.63666666666667,Quente
Los Angeles,Usa,2023-02-09,79.77,134.72,51.22,20.95,7.98,181.69,-1.75,66.45,16.32,2023,2,79.38833333333334,Muito Frio
Moscow,Russia,2023-11-20,109.71,193.67,14.8,18.39,4.99,62.71,17.07,66.07,17.66,2023,11,67.37833333333333,Ameno
Madrid,Spain,2023-03-19,134.85,161.22,5.08,44.17,3.43,72.8,-2.45,27.27,8.27,2023,3,70.25833333333334,Muito Frio
Berlin,Germany,2023-05-26,97.68,15.77,70.26,32.61,4.91,13.66,0.59,48.43,17.02,2023,5,39.14833333333333,Frio
London,Uk,2023-06-20,29.22,119.54,99.15,1.67,8.72,24.21,7.85,98.52,15.4,2023,6,47.085,Frio
Mexico City,Mexico,2023-09-26,58.52,198.65,60.09,9.93,0.43,48.65,28.54,72.57,5.45,2023,9,62.711666666666666,Quente
Rio De Janeiro,Brazil,2023-08-15,121.47,52.54,17.84,12.42,2.43,56.99,7.77,89.54,5.77,2023,8,43.94833333333333,Frio
Madrid,Spain,2023-02-08,128.82,46.97,70.88,2.83,1.77,43.98,-3.91,71.46,9.43,2023,2,49.208333333333336,Muito Frio
Paris,France,2023-06-09,41.0,119.26,77.18,16.32,6.71,10.87,2.68,94.35,18.8,2023,6,45.22333333333333,Frio
Paris,France,2023-05-19,31.85,88.86,43.77,49.71,3.73,26.93,12.1,55.72,18.19,2023,5,40.80833333333334,Ameno
Los Angeles,Usa,2023-08-18,143.47,145.28,90.06,28.24,8.86,154.08,-6.9,34.8,9.05,2023,8,94.99833333333333,Muito Frio
Toronto,Canada,2023-03-10,61.18,62.5,95.46,23.29,3.8,190.89,7.3,37.85,10.81,2023,3,72.85333333333334,Frio
Sydney,Australia,2023-01-06,144.36,29.0,73.86,16.23,0.14,157.0,31.13,14.92,12.2,2023,1,70.09833333333334,Muito Quente
Seoul,South Korea,2023-05-20,10.06,111.41,51.49,48.09,1.93,173.24,11.9,17.21,18.15,2023,5,66.03666666666668,Ameno
Mumbai,India,2023-04-03,82.37,173.34,54.72,26.37,8.13,111.74,-3.65,29.13,2.34,2023,4,76.11166666666666,Muito Frio
Bangkok,Thailand,2023-12-27,33.85,143.14,99.11,42.18,7.43,198.06,2.07,70.78,14.13,2023,12,87.295,Frio
Toronto,Canada,2023-01-27,97.24,167.3,57.38,35.55,9.26,76.69,-6.0,98.04,14.71,2023,1,73.90333333333334,Muito Frio
Dubai,Uae,2023-01-24,43.01,123.9,49.85,44.09,4.37,120.82,15.8,89.96,6.64,2023,1,64.34,Ameno
Cairo,Egypt,2023-10-24,84.6,89.81,63.98,19.48,4.02,53.94,30.35,51.89,17.38,2023,10,52.63833333333333,Muito Quente
Berlin,Germany,2023-09-28,130.01,193.08,93.97,28.28,3.58,149.74,-8.39,96.77,19.73,2023,9,99.77666666666669,Muito Frio
Rio De Janeiro,Brazil,2023-03-17,36.91,65.61,35.55,41.75,4.47,18.56,21.61,64.49,14.57,2023,3,33.80833333333333,Quente
Paris,France,2023-01-21,109.04,158.61,45.62,11.16,5.22,129.81,30.81,58.05,3.53,2023,1,76.57666666666668,Muito Quente
Mumbai,India,2023-12-15,67.49,174.97,78.2,33.12,5.57,48.92,2.05,52.92,8.14,2023,12,68.045,Frio
Rio De Janeiro,Brazil,2023-09-18,59.81,177.68,27.73,35.45,1.57,84.17,7.01,88.94,17.98,2023,9,64.40166666666667,Frio
Seoul,South Korea,2023-11-24,35.15,88.78,47.75,5.4,7.92,34.53,-7.74,13.6,9.94,2023,11,36.58833333333333,Muito Frio
Dubai,Uae,2023-10-10,86.01,196.73,50.54,14.67,5.25,73.37,36.83,40.91,3.26,2023,10,71.09500000000001,Muito Quente
Paris,France,2023-03-07,39.32,144.33,96.47,7.03,7.18,158.79,18.33,27.87,10.83,2023,3,75.52,Ameno
Moscow,Russia,2023-01-09,107.87,43.34,37.04,20.7,1.39,41.58,-0.3,64.88,14.93,2023,1,41.98666666666666,Muito Frio
Rio De Janeiro,Brazil,2023-01-17,8.1,159.81,18.16,10.28,0.47,16.0,-9.46,61.97,13.91,2023,1,35.47,Muito Frio
Seoul,South Korea,2023-12-11,45.47,34.59,9.18,45.59,7.3,159.16,29.38,34.44,12.47,2023,12,50.215,Quente
Toronto,Canada,2023-12-15,123.4,73.31,42.95,27.49,8.92,99.8,4.47,35.1,5.04,2023,12,62.64500000000001,Frio
Istanbul,Turkey,2023-05-01,55.8,40.98,15.68,49.57,3.28,160.18,-7.43,53.37,3.99,2023,5,54.248333333333335,Muito Frio
Toronto,Canada,2023-04-08,13.06,53.04,93.44,36.94,5.28,102.13,-4.73,18.7,3.54,2023,4,50.64833333333333,Muito Frio
Moscow,Russia,2023-09-22,73.52,31.48,82.98,29.93,3.8,78.96,7.63,68.18,3.89,2023,9,50.11166666666667,Frio
Beijing,China,2023-04-24,52.02,39.88,81.0,8.22,5.65,165.09,-1.08,30.2,6.91,2023,4,58.64333333333334,Muito Frio
Moscow,Russia,2023-06-19,73.34,197.0,88.32,49.94,3.44,89.27,-7.29,34.06,1.33,2023,6,83.55166666666666,Muito Frio
Seoul,South Korea,2023-01-16,76.77,154.58,50.28,13.89,1.98,78.64,9.49,25.42,17.12,2023,1,62.69,Frio
London,Uk,2023-03-14,30.87,76.16,62.27,29.07,0.63,51.92,13.98,70.37,15.85,2023,3,41.82,Ameno
London,Uk,2023-08-03,95.28,96.34,92.01,21.83,7.88,187.4,-6.27,90.14,2.27,2023,8,83.45666666666666,Muito Frio
Mumbai,India,2023-02-02,70.32,52.68,16.06,13.52,4.89,51.5,34.88,94.14,11.92,2023,2,34.82833333333333,Muito Quente
Beijing,China,2023-10-27,97.46,151.99,46.55,38.96,9.13,135.95,2.21,80.84,9.47,2023,10,80.00666666666666,Frio
Moscow,Russia,2023-01-01,80.69,117.57,93.16,17.31,1.18,44.7,9.55,89.1,1.05,2023,1,59.10166666666666,Frio
Moscow,Russia,2023-11-28,84.51,72.18,37.76,41.51,3.0,132.49,11.21,85.56,10.32,2023,11,61.90833333333333,Ameno
Moscow,Russia,2023-12-02,5.24,99.08,9.45,43.37,1.12,125.04,9.45,92.25,5.84,2023,12,47.21666666666667,Frio
Sydney,Australia,2023-09-12,10.5,80.13,65.73,27.94,7.62,78.15,4.04,51.8,10.82,2023,9,45.01166666666668,Frio
Los Angeles,Usa,2023-02-07,73.89,175.27,48.15,20.11,4.02,91.04,39.84,74.06,6.37,2023,2,68.74666666666667,Muito Quente
Beijing,China,2023-05-20,62.0,193.05,64.47,42.39,6.32,72.04,33.96,52.06,1.12,2023,5,73.37833333333333,Muito Quente
London,Uk,2023-02-07,31.93,126.27,32.17,18.98,4.33,108.67,4.02,86.78,0.61,2023,2,53.725,Frio
Los Angeles,Usa,2023-06-24,93.7,61.45,60.53,31.42,7.55,159.29,38.19,26.06,0.56,2023,6,68.99000000000001,Muito Quente
Moscow,Russia,2023-03-01,65.25,169.64,6.2,20.36,2.19,70.8,31.43,33.55,16.8,2023,3,55.74,Muito Quente
Istanbul,Turkey,2023-08-17,133.6,50.1,72.16,1.84,6.62,47.73,31.94,58.3,2.22,2023,8,52.00833333333333,Muito Quente
Dubai,Uae,2023-12-02,84.39,109.63,10.33,23.15,8.06,146.31,10.33,46.78,11.25,2023,12,63.645,Ameno
Seoul,South Korea,2023-06-07,109.01,81.65,28.32,1.22,2.15,13.68,37.56,33.16,16.04,2023,6,39.33833333333334,Muito Quente
Tokyo,Japan,2023-08-05,84.38,78.64,45.52,16.24,4.44,113.24,26.18,53.15,3.76,2023,8,57.07666666666666,Quente
Dubai,Uae,2023-05-21,140.45,76.84,63.7,21.13,1.17,58.19,5.36,34.16,12.61,2023,5,60.24666666666667,Frio
Johannesburg,South Africa,2023-04-14,67.1,40.13,98.06,24.77,7.99,34.16,10.43,68.75,9.49,2023,4,45.36833333333334,Ameno
Mexico City,Mexico,2023-11-04,121.88,175.85,94.39,46.76,6.43,37.44,6.21,95.96,9.48,2023,11,80.45833333333333,Frio
Beijing,China,2023-04-11,23.4,105.04,90.57,12.16,4.67,131.92,36.89,37.89,8.2,2023,4,61.29333333333333,Muito Quente
Johannesburg,South Africa,2023-12-05,44.83,79.62,78.5,17.43,9.97,20.82,-6.33,64.57,8.8,2023,12,41.861666666666665,Muito Frio
Istanbul,Turkey,2023-10-10,15.08,179.44,48.77,31.32,9.9,109.56,11.95,99.59,4.72,2023,10,65.67833333333333,Ameno
Cairo,Egypt,2023-06-27,128.8,92.43,77.2,32.61,7.94,14.95,-9.16,37.55,7.9,2023,6,58.98833333333334,Muito Frio
Mumbai,India,2023-11-06,102.95,142.2,75.11,30.26,0.58,162.86,22.15,30.12,16.42,2023,11,85.66000000000001,Quente
Toronto,Canada,2023-11-18,31.15,79.33,9.04,13.23,5.21,178.3,13.28,62.21,11.44,2023,11,52.71,Ameno
Bangkok,Thailand,2023-09-25,97.55,123.36,30.69,24.91,7.19,15.8,12.21,45.01,3.93,2023,9,49.916666666666664,Ameno
Istanbul,Turkey,2023-10-09,77.09,86.34,9.34,46.97,2.92,20.73,-0.65,19.4,2.71,2023,10,40.565,Muito Frio
Mexico City,Mexico,2023-12-14,101.98,88.45,17.21,44.88,9.26,197.99,25.56,20.26,13.18,2023,12,76.62833333333334,Quente
Cairo,Egypt,2023-02-11,51.51,170.83,51.12,42.31,8.11,26.7,16.54,86.02,15.71,2023,2,58.43,Ameno
Los Angeles,Usa,2023-05-11,46.0,112.36,7.27,17.16,7.3,106.29,39.92,91.95,7.77,2023,5,49.396666666666675,Muito Quente
Dubai,Uae,2023-12-19,28.74,88.12,74.97,47.16,2.11,135.42,38.86,55.09,8.17,2023,12,62.75333333333333,Muito Quente
Seoul,South Korea,2023-06-21,54.63,166.61,73.84,10.64,1.05,77.17,-7.0,98.98,0.74,2023,6,63.99000000000001,Muito Frio
Los Angeles,Usa,2023-09-06,16.27,32.79,25.64,37.47,1.43,26.16,36.91,26.15,17.08,2023,9,23.293333333333337,Muito Quente
Istanbul,Turkey,2023-02-21,134.32,33.24,94.92,37.97,2.93,160.44,-8.77,27.35,10.01,2023,2,77.30333333333334,Muito Frio
Berlin,Germany,2023-02-18,74.11,56.72,7.44,32.73,8.03,120.43,33.02,16.77,16.04,2023,2,49.91,Muito Quente
Paris,France,2023-11-27,122.7,183.13,77.56,17.35,8.62,193.41,32.4,61.13,4.71,2023,11,100.46166666666666,Muito Quente
Dubai,Uae,2023-06-04,38.36,68.69,33.25,28.63,1.91,103.79,12.62,37.64,16.61,2023,6,45.77166666666667,Ameno
Istanbul,Turkey,2023-02-15,31.98,130.06,79.54,16.54,1.74,96.95,35.1,63.98,15.44,2023,2,59.468333333333334,Muito Quente
Toronto,Canada,2023-05-19,135.68,63.16,39.64,19.27,3.18,119.16,-6.37,19.67,15.23,2023,5,63.348333333333336,Muito Frio
Toronto,Canada,2023-03-23,99.77,174.97,98.81,3.33,4.01,107.15,4.71,82.37,1.28,2023,3,81.33999999999999,Frio
Toronto,Canada,2023-10-02,13.66,38.44,29.37,1.33,1.36,116.04,2.32,77.68,11.25,2023,10,33.36666666666667,Frio
London,Uk,2023-12-24,55.86,115.44,68.68,30.95,9.69,100.07,28.98,11.22,4.96,2023,12,63.44833333333333,Quente
Madrid,Spain,2023-01-12,23.35,116.89,28.6,37.21,4.41,172.52,-3.55,18.68,16.41,2023,1,63.830000000000005,Muito Frio
Madrid,Spain,2023-06-12,63.87,117.46,96.77,31.1,0.42,112.52,-6.45,50.12,4.6,2023,6,70.35666666666667,Muito Frio
